ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Example_Comment_English,Example_URL,Sense_IDs
XV001414,tkw,Kape le-vongo i-le iune.,,,We shall eat together. [lit. we'll eat it goes one],,,,,SN001122
XV001415,tkw,"Teanu me Banie, damala li-kila i-le iune.",,,"Teanu and Banie islands, the Westerners call it with a single name [Vanikoro].",,,,,SN001122
XV001416,tkw,"Wako li-ejau sowi pine. Bwara dapa li-ko lea tuo. Tuo tae: bwara uluko! Iune, tilu, tete, teva, tili, tuo, i-le uluko!",,,"So they made a large boat; perhaps six fathoms. No, not six: ten perhaps? One, two, three, four, five, six, all the way to ten!",,,,,SN001123
XV001417,tkw,Ai-ovei pe u-lebie.,,,You can bathe (if you want).,,,,,SN001124 ; SN001753
XV001418,tkw,Ka a-lebie awoiu?,,,Have you had your shower?,,,,,SN001125
XV001419,tkw,Mata dapa i-ledi.,,,They are hungry.,,,,,SN001130
XV001420,tkw,Poi mata i-ledi.,,,The pig is hungry.,,,,,SN001130
XV001421,tkw,"Awis, leka.",,,"Thanks, my cousin.",,,from man to man,,SN001133
XV001422,tkw,"Leka, kape u-labu ebele ini metae, kape u-romo ini tae. Nga u-romo ini we u-labu ini, kape u-kila.",,,"With your (opp.-sex) cross-cousin, you are not allowed any body contact, nor any eye contact. If you ever saw or touched her, you'd have to marry her.",,,,,SN001134
XV001423,tkw,Lekele i-nge wa vede.,,,Flying-foxes chew fruits of pandanus.,,,,,SN001135 ; SN001695 ; SN002452 ; SN002635
XV001424,tkw,"Uña asodo dapa li-avo ne bonge, ia uña lekele li-avo ñei ma dapa ne vilo.",,,"Bats hang about in caves, but flying-foxes hang down from trees.",,,,,SN001135
XV001425,tkw,lema ma,,,the palm of the hand,,,,,SN001136
XV001426,tkw,Li-mali iawo ne lema awene.,,,We light a fire inside the stone oven.,,,,,SN001137
XV001427,tkw,"Ini i-opogo i-le i-vio re, ne lema aero ne makone pon.",,,"He jumped in, and stood in inside the dancing fence.",,,,,SN001137 ; SN001740
XV001428,tkw,Damala moli li-te ne lema.,,,Only Westerners can go inside.,,,used absolutely,,SN001137 ; SN001437
XV001429,tkw,Ni-le moli ne kulumoe.,,,I just wandered around in the village.,,,,,SN001140
XV001430,tkw,U-le moli nga pon etapu!,,,Don't go around aimlessly like that!,,,,,SN001140
XV001431,tkw,Kape le-kae? – I-lemoli!,,,How will we procede? – It doesn't matter.,,,,,SN001142
XV001432,tkw,Ni-lengi tanoe pe i-wai.,,,I felt the ground shake.,,,,,SN001145 ; SN002654
XV001433,tkw,Nganae kape li-lengi melia dapa ñe tae.,,,[there is nothing by which they feel pain] Nothing can cause them any pain.,,,Paradise,,SN001145
XV001434,tkw,Li-lengi ebele dapa ka wako.,,,They feel better [lit. they feel that their bodies are well now],,,,,SN001145
XV001435,tkw,"Iepiene pon na, ni-lengi tev' et' one.",,,"This story, I heard it from my mother.",,,,,SN001146 ; SN002261
XV001436,tkw,Ka ni-lengi ni-ko dapa kula li-te tae.,,,I never heard that there was anyone else there.,,,,,SN001148
XV001437,tkw,Ni-lengi Sintia ka i-kovi metele.,,,I heard that Sintia is expecting.,,,,,SN001148
XV001438,tkw,Ni-lengi wako.,,,I feel good.,,,,,SN001150
XV001439,tkw,Ebele ene ni-lengi tamwaliko.,,,My body is not feeling right.,,,,,SN001150
XV001440,tkw,"Kiapa ka li-pei kiapa, pe menuko iakapa dapa Frans.",,,"We are all delighted, because the French are our friends.",,,,,SN001153 ; SN001793
XV001441,tkw,Dapa teliki ka dapa wopine li-ajau none.,,,The chiefs and the elders were having a feast.,,,,https://doi.org/10.24397/pangloss-0003353#S5,SN001154 ; SN001621
XV001442,tkw,Li-madau li-ko bwara kape le-ka le-loko dapa.,,,They were afraid that they would be kidnapped.,,,,,SN001154
XV001443,tkw,jokoro pe li-vi,,,Pan pipe [lit. bamboos to be blown],,,,,SN001155
XV001444,tkw,moro pe li-ve eo,,,the day when you were born [lit. when one begat you],,,,,SN001155
XV001445,tkw,Sa ene i-lipu!,,,[My bell is full] I'm full.,,,,,SN001156 ; SN001933
XV001446,tkw,Dapa pe li-mako li-loko loko i-vio ne webwe iadapa.,,,The dancers have stuck some loko leaves on their armbands.,,,,,SN001158
XV001447,tkw,Le-loko ajekele le-iui ne revo.,,,They collect the rubbish and throw it into the sea.,,,,,SN001159
XV001448,tkw,Ka li-loko dapa li-koioi.,,,They led them inside.,,,,,SN001160
XV001449,tkw,Toñaki iote ka i-tabo i-ka! Kape i-loko idi!,,,Here comes another ship again! They're going to kidnap people!,,,Blackbirding,,SN001160
XV001450,tkw,Dapa li-loko mana vilo i-vio ne viabasa dapa.,,,People put flowers in their hair.,,,,,SN001161 ; SN001252 ; SN002506 ; SN002565
XV001451,tkw,lone ne viro,,,the end of the fringing reef,,,,,SN001163
XV001452,tkw,Li-vokoiu longe.,,,break firewood,,,,https://doi.org/10.24397/pangloss-0003351#S115,SN001164 ; SN002599
XV001453,tkw,moe ma longe,,,firewood house (where wood is stocked),,,,,SN001164 ; SN001203
XV001454,tkw,"I-le i-toe kuo iape ne ngogoro: kape i-toe i-abu i-wene, i-toe mengela mina awoiu, ka li-la longe mina.",,,He went to cut a canoe in the forest: first he chopped it down; then he cut off the top; then he dut out the wood.,,,,https://doi.org/10.24397/pangloss-0003350#S5,SN001165 ; SN001351
XV001455,tkw,"Uo moloe na, samame none ka longo.",,,"Here is some Red yam, together with Potato yam and Lesser yam.",,,,,SN001166 ; SN001619 ; SN001955
XV001456,tkw,loro ie añawo,,,[lit. ‘whale vomit’] amber,,,,,SN001167
XV001457,tkw,"Basavono po mwaliko malaria i-vagasi, basa i-meli, mwaliko i-loro, panavono i-ke.",,,"When someone has malaria, their head aches, they vomit, they sweat…",,,,,SN001168
XV001458,tkw,ba loubo,,,crab's claw,,,,,SN001170
XV001459,tkw,utedie loubo,,,[backside of crab] crab's shell,,,,,SN001170 ; SN002416
XV001460,tkw,ma loubo,,,crab's hole,,,,,SN001170
XV001461,tkw,Loubo iote i-ke vidiviko ne ale ene.,,,I had one of my toes bitten by a crab!,,,,,SN001170 ; SN002524
XV001462,tkw,buia loubaido,,,[testicles of c.c.] abdomen of a coconut crab,,,,,SN001174
XV001463,tkw,li-labu louboaido,,,hunt for coconut crabs,,,,,SN001174
XV001464,tkw,Luro i-lolovei i-abu.,,,The coconuts keep falling.,,,,,SN001175
XV001465,tkw,Uie vilo i-lolovei i-abu ne tanoe.,,,The dead leaves are falling on the ground.,,,,,SN001175
XV001466,tkw,"Moe na, lovia tete.",,,This house has three storeys.,,,,,SN001176
XV001467,tkw,"Toñaki ie Laperus ponu, ae, tepakare. Lovia tilu, ne?",,,"Lapérouse's ship, you know, it was a catamaran. With two sections, you see?",,,,,SN001176 ; SN001851 ; SN002215
XV001468,tkw,Kape u-re lovia vono na.,,,You will leave this world.,,,,,SN001177
XV001469,tkw,lovia vono tete,,,[three parts of the world] the three different worlds,,,,,SN001177
XV001470,tkw,"Basavono po li-bu, kape le-tomoe mina Lovia Vono na, le-le ne Lovia Vono iote.",,,"When we die, we leave this World, and migrate to the Other World.",,,,,SN001178 ; SN001840
XV001471,tkw,"Mata piene pon, i-wene moli teve dapa. Pe ponu ka li-le ne lovia vono iote.",,,That life of theirs is easy. That's because they have reached Paradise.,,,,,SN001178
XV001472,tkw,piene adapa Lovono,,,the language of Lovono,,,,,SN001180
XV001473,tkw,"I-tau jebute awoiu ponu, i-lu.",,,"Once the taro was done, he scraped (its skin).",,,,https://doi.org/10.24397/pangloss-0003351#S6,SN001181
XV001474,tkw,Kape le-lu bete.,,,They are ready to fold their mats.,,,,,SN001182
XV001475,tkw,U-lubi!,,,Flip (the page)!,,,,,SN001185
XV001476,tkw,luene namuko,,,a catch of many fish,,,,,SN001187 ; SN001562
XV001477,tkw,"Ini i-le i-la voko, i-lui i-la i-teli ne temaka iote.",,,"He [went to] grab the stone, took it away and put it down elsewhere.",,,,,SN001189
XV001478,tkw,Toñaki iadapa i-ka i-ka i-sava webwe i-lui.,,,Their ships used to come here to buy troca shells and take them away.,,,,,SN001189
XV001479,tkw,"Uña udo pe i-ako, li-lui i-avo ne tone.",,,The ripe bananas had been [taken] put to hang from the hook.,,,,,SN001189
XV001480,tkw,li-lui nuduro,,,"carry the scareline, go fishing with the scareline",,,,,SN001189
XV001481,tkw,Kupa pi-lui ini teve taluaito.,,,We took him to the doctor.,,,,,SN001190
XV001482,tkw,"Vana uña toñaki i-ka i-loko dapa ne kulumoe na, dapa li-lui li-langatene ne Iura.",,,"Ships used to come to this island to collect people, and then take them away to make them work somewhere in the south.",,,,,SN001190
XV001483,tkw,Ngiro i-aka i-lui dapa.,,,The wind blew and took them away.,,,,,SN001190
XV001484,tkw,lukilo vekai,,,heliconia leaf,,,,,SN001191
XV001485,tkw,tongolukilo,,,medicinal leaves,,,,,SN001191
XV001486,tkw,nga-lukilo,,,[lit. like-leaf] yellow,,,,,SN001191
XV001487,tkw,Toñaki i-lukubi.,,,The ship was rocking.,,,,,SN001193
XV001488,tkw,uie lupanade,,,tamanu leaves,,,,,SN001195
XV001489,tkw,Ni-lateli ne temamene peini lusa ene.,,,I put it away in my suitcase [the basket for my clothes],,,,,SN001198 ; SN002200
XV001490,tkw,Li-vet' piene ñe ma dapa.,,,They talk with their hands.,,,,,SN001200 ; SN002489
XV001491,tkw,Webwe i-vene i-wen' ne ma dapa; loko i-vio ne ma dapa; vilitoe i-vio ne viabasa dapa.,,,"They had armbands on their arms, scented leaves on their armbands; and white flowers in their hair.",,,dancers,https://doi.org/10.24397/pangloss-0003352#S23,SN001200 ; SN002718
XV001492,tkw,ma loubo,,,a crab's hole,,,,,SN001201
XV001493,tkw,moe ma tadoe,,,Devils' lair (ancestral temple),,,,,SN001202
XV001494,tkw,Toplau mwa gete,,,clubhouse for youngsters,,,,,SN001202
XV001495,tkw,Voko ma Gete,,,Youngsters' Rock,,,,,SN001202
XV001496,tkw,None ponu ka i-mabie.,,,The food has gone stale.,,,,,SN001207
XV001497,tkw,Abu u-vet' piene u-mabui!,,,Please talk slowly.,,,,,SN001209
XV001498,tkw,I-u ñe mabukaia.,,,He wiped his anus.,,,,,SN001210
XV001499,tkw,Dapa li-madau ñe toñaki ponu.,,,They were afraid of that ship.,,,,,SN001212
XV001500,tkw,"I-bo ebele kuo; awoiu, i-made basa, ka teviri.",,,"After cutting out the canoe hull, he carved out its prow and its stern.",,,,,SN001213
XV001501,tkw,Madele i-betei.,,,The clam shut itself.,,,,,SN001215
XV001502,tkw,maga ero,,,a bit of water,,,,,SN001217
XV001503,tkw,maga kerosin,,,a small quantity of kerozene,,,,,SN001217
XV001504,tkw,"Noma, po apali i-maili i-ven' i-ka, i-te tev' ai' iape me et' iape.",,,"In the old days, when a child grew up, he would stay with his parents.",,,,,SN001220 ; SN001839 ; SN002140
XV001505,tkw,Ngogoro ka i-maili.,,,The bush has grown there.,,,,,SN001221 ; SN001704
XV001506,tkw,Pi-romo uie i-maili pine.,,,You can see how the leaves have grown big.,,,,,SN001221 ; SN001828
XV001507,tkw,I-mali iawo awoiu i-lui voko tilu pon i-le i-wen’ ene.,,,"She lit a fire, and put two stones upon it.",,,,https://doi.org/10.24397/pangloss-0003352#S89,SN001222
XV001508,tkw,"Li-vo aero i-dai, me kape le-mako ne to.",,,"They erected a fence around (the village area), for us to dance in the middle.",,,,https://doi.org/10.24397/pangloss-0003351#S127,SN001224 ; SN001313 ; SN002302
XV001509,tkw,Ba-mako ra i-vagasi vono i-sodo.,,,You danced together until dawn!,,,disco,,SN001224 ; SN002427
XV001510,tkw,"Tepao 'naka i-makoe, kape ne-makui ñe metae.",,,"My fishing gun is broken, I can't use it for fishing.",,,,,SN001225 ; SN001228 ; SN001356
XV001511,tkw,Ni-romo makone iaipa wako po pi-pinoe.,,,I'm really enjoying those dances you've been performing.,,,,https://doi.org/10.24397/pangloss-0003351#S62,SN001226
XV001512,tkw,"Li-makui Ngabe pon, temaka po toñaki tamwaliko.",,,"They've been diving around Ngambe, at the site of the wreckage.",,,underwater archaeology,,SN001227 ; SN001671
XV001513,tkw,makumoso iono,,,your first child,,,,,SN001229
XV001514,tkw,Makumoso na? – Makumoso pon ta.,,,Is this your firstborn (child)? – That's my firstborn indeed.,,,,,SN001229
XV001515,tkw,Teliki Makumoso,,,"supreme chief, Supreme God",,,,,SN001230
XV001516,tkw,dameliko Malangune,,,the Malangune pixies,,,,,SN001231
XV001517,tkw,visone me puro ka malebu,,,a bow with darts and stunning arrows,,,,,SN001232 ; SN001305
XV001518,tkw,Ka i-mamei ponu ka i-maliawo ka i-wene teve.,,,"As she was feeling cold, she lit a fire and lied down beside it.",,,,https://doi.org/10.24397/pangloss-0003353#S13,SN001233 ; SN001247 ; SN001852
XV001519,tkw,"Nga ero tae, kape i-maluo metae.",,,"Without water, it won't be able to survive.",,,,,SN001234
XV001520,tkw,dapa pe li-maluo,,,[those who are alive] the Living,,,,,SN001234
XV001521,tkw,Li-katau maluo iadapa.,,,They just follow their way of life.,,,,,SN001235
XV001522,tkw,"Teliki Makumoso Banie i-waivo idi mwaliko ñe telepakau, ñe maluo.",,,The Elder God Banie instructed humans with culture and life.,,,,,SN001235 ; SN002175
XV001523,tkw,Maluo iono wako.,,,I like your personality.,,,,,SN001236
XV001524,tkw,Mam tadoe Ngama,,,"the temple of spirits, in Ngama",,,,,SN001237
XV001525,tkw,Mama ini pine.,,,He has a loud voice.,,,,,SN001238 ; SN001830
XV001526,tkw,Ni-lengi mama Stanley ni-sai ñe mama Alex.,,,"I heard Stanley's voice, I thought it was Alex.",,,,,SN001238 ; SN001945
XV001527,tkw,U-teli mama ene se.,,,Please send her ‘my voice’.,,,formula for official engagement,,SN001241 ; SN001975
XV001528,tkw,"Li-wete jebute li-wete vongoro awoiu pon, li-ejau mama.",,,"We mash taros, we crush almonds, and make the pudding.",,,,https://doi.org/10.24397/pangloss-0003351#S133,SN001242
XV001529,tkw,"Toñaki ponu, i-mamabe tilu.",,,The ship split in two.,,,,,SN001243
XV001530,tkw,Iaero ne i-mamabe tete.,,,The river splits in three.,,,,,SN001243
XV001531,tkw,"Okoro pon, via i-mamakoe.",,,That knife has a broken handle.,,,,,SN001244 ; SN002503
XV001532,tkw,Mamdeuko po via moloe.,,,The honeyeater has red feathers.,,,,,SN001245 ; SN002502
XV001533,tkw,Pon mamote i-te.,,,He is still alive.,,,,,SN001248 ; SN002136
XV001534,tkw,Mamote ni-mui.,,,I still don't know / I don't know yet.,,,negative verb ([~mui](LX000292)),,SN001248
XV001535,tkw,Ini mamote emele mwatebe.,,,She was still a young woman.,,,noun predicate,,SN001248
XV001536,tkw,Temaka mamote nedemo we ka tomoro?,,,Is it still dark? or daylight already?,,,,,SN001248
XV001537,tkw,"Basavono ponu, mamote kulumoe Tetawo mate idi abia li-te ene.",,,"At that time, the village of Tetawo was still inhabited.",,,,,SN001248 ; SN002240
XV001538,tkw,Li-te li-te li-ko “Mamote!”,,,"They waited, waited…, and said “No, not yet!”",,,,,SN001249 ; SN002134
XV001539,tkw,Ka li-nabe keba ia mamote ba-kila keba tae.,,,"We're engaged, but we aren't married yet.",,,,,SN001250
XV001540,tkw,Mate pi-toe dero i-abu awoiu tae.,,,We haven't cut down all the cauri trees yet.,,,,,SN001250
XV001541,tkw,Mamote menu one tae.,,,I don't have children yet.,,,possession,,SN001250
XV001542,tkw,mana voro,,,flower of hibiscus,,,,,SN001251
XV001543,tkw,Mana ka i-ke.,,,[its flowers have come out] It has given flowers.,,,,,SN001251
XV001544,tkw,Ai-e mana luro wako?,,,Do you like eating rice?,,,,,SN001254 ; SN002671
XV001545,tkw,U-la manave awoiu u-vili.,,,"You take a piece of coconut fibre, and squeeze (the kava).",,,kava,,SN001255 ; SN002534
XV001546,tkw,ne to mane,,,in the middle of the village area,,,,,SN001256
XV001547,tkw,"Kape ba-woi okoro, bai-oburo ne mane.",,,"We shall pound the bamboos and sing songs, in the dancing area.",,,,https://doi.org/10.24397/pangloss-0003351#S142,SN001256 ; SN002754
XV001548,tkw,~te ne manoko,,,be in one's period,,,,,SN001257
XV001549,tkw,"Da viñevi nga li-te ne manoko, kape le-koie ne moe metae.",,,"When women are in their periods, it is taboo for them to come inside our houses.",,,,https://doi.org/10.24397/pangloss-0003351#S85,SN001257
XV001550,tkw,velebie peini manioka,,,cassava starch,,,,,SN001258 ; SN002458
XV001551,tkw,Dapa abia ne marama na awa dapa i-viane le-te wako.,,,Everybody in this world just wants to live in peace.,,,,,SN001260 ; SN002143
XV001552,tkw,masasa ene,,,my chest,,,,,SN001263
XV001553,tkw,Mata ene tevie i-meli.,,,[lit. My eyes on one side hurt] One of my eyes is painful.,,,,,SN001264
XV001554,tkw,"Ene ni-mede kaipa tae, ene ni-romo ñe mata ene!",,,"I'm not lying to you, I saw it with my own eyes!",,,,,SN001264 ; SN001320
XV001555,tkw,Mata ene i-mokoiu.,,,[my eyes are asleep] I'm feeling sleepy.,,,,,SN001264
XV001556,tkw,Mata ini kilo.,,,She's blind.,,,,,SN001264
XV001557,tkw,Mata da i-koie ne moe ponu la-romo.,,,[their eyes went into the house] They looked into the house and then saw it.,,,,,SN001265
XV001558,tkw,Mata i-katau tetawene na!,,,Observe carefully [lit. let your eyes follow] these drawings!,,,,,SN001265
XV001559,tkw,Mata ene i-ledi.,,,I feel hungry!,,,,,SN001267
XV001560,tkw,mata pele,,,net mesh,,,,,SN001268
XV001561,tkw,mataruene,,,"opening of door, doorway",,,,,SN001268
XV001562,tkw,mata luro,,,germinated coconut,,,,,SN001271
XV001563,tkw,mata bule,,,taro shoot,,,,,SN001271
XV001564,tkw,mata diro,,,tip of arrow,,,,,SN001272
XV001565,tkw,Mata eo na u-le ne tevie tawo.,,,Make sure you don't walk on that side.,,,,,SN001276
XV001566,tkw,"A-lebie pon, mata eo na u-ajau ene ne-dobuo!",,,"As you're bathing, make sure you don't get me wet!",,,,,SN001276
XV001567,tkw,ne mata moe 'none,,,in my forecourt,,,,,SN001278
XV001568,tkw,"Li-ka ne mataiko Paiu ponu, dapa li-te takoie ponu, ne kulumoe pon.",,,"As they were [sailing] through the Paiou channel, some men were waiting for them on the coast, on land.",,,,,SN001286 ; SN002234
XV001569,tkw,Matailo iono enaka!,,,I want your sex!,,,from a man to a woman,,SN001287
XV001570,tkw,mataña jebute,,,taro shoot,,,,,SN001291
XV001571,tkw,"Mata piene pon, i-wene moli teve dapa.",,,That way of life was easy to them.,,,,,SN001292
XV001572,tkw,Li-waivo idi wopine kula pe li-sube ñe matapiene kula.,,,They teach those initiates who may have erred in their behaviour.,,,initiates’ clubhouse,,SN001292 ; SN002010
XV001573,tkw,Ni-woi tanoma ene ne matarone.,,,I banged my forehead on the door.,,,,,SN001293 ; SN002098
XV001574,tkw,Ba-te ne mataruene pon.,,,We'll stay in the doorway.,,,,https://doi.org/10.24397/pangloss-0003352#S59,SN001293
XV001575,tkw,matavo pe i-ovo i-ke,,,a bubbling spring,,,,,SN001296
XV001576,tkw,Matiki Moro ka i-vene.,,,The morning star had risen (in the sky).,,,,,SN001300 ; SN002462
XV001577,tkw,Lupo i-vio ne mavanga idi.,,,Lupo was standing in the middle of the crowd.,,,,,SN001302
XV001578,tkw,Kape i-la mawene i-kamai i-tate.,,,She can take a (coconut-leaf) mat and lay it on the ground.,,,,https://doi.org/10.24397/pangloss-0003350#S39,SN001304
XV001579,tkw,uña momoso me dameliko,,,women and children,,,,,SN001305 ; SN001446 ; SN002399
XV001580,tkw,ai’ iape me ete iape.,,,her parents [her father and her mother],,,,,SN001305
XV001581,tkw,añaña longe me labaro,,,small firewood and coconut coir,,,,,SN001305
XV001582,tkw,Li-kanu buioe me puluko.,,,They would chew areca nuts with betel leaves.,,,,,SN001305
XV001583,tkw,U-ka me la-le na!,,,"Come, let's go!",,,,https://doi.org/10.24397/pangloss-0003352#S70,SN001306
XV001584,tkw,"Dapa li-woi nuduro ne touro, me i-botongo temaka.",,,"They put up taboo signs on the seashore, to protect the area (from poachers).",,,,,SN001306
XV001585,tkw,"Kava li-totoe, li-wete me wamtaka.",,,"You dice up the kava, you grind it into small bits [lit. grind it so it's small].",,,,,SN001307
XV001586,tkw,ero me ene,,,my (glass of) water,,,,,SN001310
XV001587,tkw,I-ko me kap’ emel’ iape pon ta.,,,He wanted her to become his wife.,,,,https://doi.org/10.24397/pangloss-0003352#S65,SN001314
XV001588,tkw,"Li-sava webwe li-lui, li-sava mebele.",,,"They buy troca shells, they buy sea cucumbers…",,,,,SN001317
XV001589,tkw,Buro pe li-mede idi ñei.,,,It's a song for leading (the dancers).,,,,https://doi.org/10.24397/pangloss-0003351#S157,SN001319 ; SN001646
XV001590,tkw,U-mede kupa etapu!,,,Don't deceive us!,,,,,SN001320
XV001591,tkw,Ñara kape ne-med’ eo!,,,I wouldn't want to mislead you (by making a mistake).,,,,,SN001320
XV001592,tkw,Kape le-la none me le-mede ñe namuko.,,,We'll take some food and use it to lure the fish.,,,,,SN001321
XV001593,tkw,"Nga pe-le, pe-lui pana etapu, pe-lui medigo.",,,"In life, don't go around with heat [anger]; you go around with cool [peace].",,,proverb,,SN001324
XV001594,tkw,"Tepoe, pi-ejau peini melevele.",,,We prepare 'tepoe' biscuits in case of a disaster.,,,,,SN001327 ; SN002227
XV001595,tkw,"Velebie peini otovo, peini melevele pine.",,,Sago starch is good in case of a major famine.,,,,,SN001327 ; SN001743 ; SN002458
XV001596,tkw,Ero i-abu ne melevoko.,,,The river is falling from the cliff.,,,cascade,,SN001330
XV001597,tkw,Nara sa i-meli!,,,Make sure you don't get tummy ache (i.e. don't end up heartbroken!),,,,,SN001331
XV001598,tkw,Nganae kape li-lengi melia dapa ñe tae.,,,Nothing can cause them any pain.,,,Paradise,,SN001332 ; SN001680
XV001599,tkw,da-tilu meliko wamtaka,,,two small children,,,,,SN001333
XV001600,tkw,Ije ene memia.,,,I feel a bitter taste.,,,,,SN001336
XV001601,tkw,"Dapa pe li-anu kava, li-e vebe ñe ponu, me kape ije dapa memia etapu.",,,"Kava drinkers eat cutnut right after it, to take away the bitter taste. [lit. for fear their teeth might taste-bitter]",,,,,SN001336
XV001602,tkw,Ero pana na ni-mene.,,,I don't want that tea.,,,,,SN001337
XV001603,tkw,“U-ka me la-le na!” Emele pon i-mene.,,,"“Come, let's go!” But the woman refused.",,,,https://doi.org/10.24397/pangloss-0003352#S70,SN001338
XV001604,tkw,A-mene pe u-e none ponu?,,,Aren't you tired of eating that food?,,,,,SN001339 ; SN001620
XV001605,tkw,Menu ka i-re tengiro.,,,The baby was shedding tears.,,,,,SN001340 ; SN001902
XV001606,tkw,Ne metele tilu-tae kape i-ve menu.,,,She will give birth in August.,,,,,SN001340 ; SN002447
XV001607,tkw,Ni-p' ene tamwase ñe men' iamela.,,,Congratulations on your baby!,,,,,SN001341
XV001608,tkw,menu emele ie teliki,,,[child female of chief] the chief's daughter,,,,,SN001341 ; SN002185
XV001609,tkw,men’ ie anuele,,,baby turtle (name of a bird),,,,,SN001343
XV001610,tkw,"Vono i-sodo, ka menuko i-mo.",,,"The dawn came, and birds began singing.",,,,,SN001344 ; SN001401 ; SN001993
XV001611,tkw,kasule we menuko,,,[lit. vine for birds] k.o. creeper,,,,,SN001344 ; SN002713
XV001612,tkw,Bavede i-vio ne menuko.,,,The sail stands on the prow.,,,,,SN001346 ; SN002559
XV001613,tkw,menuko 'non' tilu,,,my two friends,,,,,SN001347
XV001614,tkw,"Awisi pine, menuko!",,,"Thanks so much, my friend!",,,,,SN001347
XV001615,tkw,Ka i-te teve menuko?,,,Has she got a boyfriend already?,,,,,SN001348
XV001616,tkw,mengela blateno,,,the top end of the ritual pole,,,,,SN001352
XV001617,tkw,Ni-toe mengela kuo.,,,I've carved the end of the canoe.,,,,,SN001352
XV001618,tkw,"Viko pe Niteni li-ejau ñe viavia menuko, li-la abwa bale li-lateli ne mengela vilo.",,,"When Santa Cruz people make their money with bird feathers, they use glue to stick them to a piece of woord.",,,,,SN001353
XV001619,tkw,Kape ne-vete susuko metae.,,,I'd be unable to tell the exact story.,,,,,SN001356 ; SN002019
XV001620,tkw,Kape u-tavie metae.,,,You can't get sick.,,,,,SN001357
XV001621,tkw,Kap' i-wene metae.,,,It shouldn't be there.,,,,,SN001359
XV001622,tkw,U-met' ene etapu!,,,Don't shy away from me!,,,,,SN001361
XV001623,tkw,"Mwasu ponu, ini mwaliko pe i-metei dapa ne ini tae.",,,That Mwasu was a person who felt no shame with his relatives.,,,,https://doi.org/10.24397/pangloss-0003352#S43,SN001361 ; SN001850
XV001624,tkw,Emel' enone i-mete ini pe i-rom dokta.,,,My wife is too shy to see the doctor.,,,,,SN001362
XV001625,tkw,"Stanley i-met' ini tamwase pe i-mako, ra pi-tedie ini.",,,"Stanley was too shy to dance, so we encouraged him.",,,,,SN001362
XV001626,tkw,kulaña metele,,,half moon; semi-circle,,,,,SN001363
XV001627,tkw,"Noma li-katau ñe metele po li-romo metele i-ka ra ra ra i-tomoe, li-ko “Ka metele iune pon!”",,,"In the olden days, people would follow the changes of the moon; and when it finally disappeared, they would say “Alright, it's been one moon!”",,,,https://doi.org/10.24397/pangloss-0003351#S148,SN001363
XV001628,tkw,noma metele,,,[face of the month] end of the month,,,,,SN001364
XV001629,tkw,ne metele iote ka i-le awoiu,,,last month,,,,,SN001364
XV001630,tkw,ne metele tilu-tae,,,[in eighth month] in August,,,,,SN001364
XV001631,tkw,~kovi metele,,,[lit. miss months] be pregnant,,,,,SN001364
XV001632,tkw,Temotu tilu ponu i-metelu.,,,The two islets were engulfed (in the disaster).,,,,https://doi.org/10.24397/pangloss-0003352#S114,SN001366
XV001633,tkw,"Kape i-le i-le i-le– nga mevia dapa tae, ka le-re mevia dapa.",,,"They would go on like that; and when they were out of breath, they would take a rest.",,,pushing the canoe,https://doi.org/10.24397/pangloss-0003350#S30,SN001369
XV001634,tkw,U-re mevia eo mijaka!,,,Take some rest!,,,,,SN001370
XV001635,tkw,"Le-re mevia dapa awoiu, mwaliko pon kap’ i-tabo i-vete: “Ia! Takoli! Ia ia, takoli ! ia ia!”",,,"Once they had taken a rest, the leader shouted again: “Yo-heave-ho, let's go! Yo-heave-ho, let's go!”",,,,https://doi.org/10.24397/pangloss-0003350#S31,SN001370
XV001636,tkw,Ni-le ne revo nanana ni-romo meviko takataka.,,,"I was at sea today, and saw a sea krait.",,,,,SN001373 ; SN001563
XV001637,tkw,miakaia mwaele,,,smell of ginger,,,,,SN001376
XV001638,tkw,Ni-lengi mie namuko.,,,I smell fish smell.,,,,,SN001378
XV001639,tkw,"Li-e ngatene pe mie, li-ko “te masi”.",,,"The food they eat is smelly, they call it “te masi”.",,,,,SN001379 ; SN001690
XV001640,tkw,U-le u-mikae?,,,What are you going to do?,,,,,SN001381
XV001641,tkw,I-mukae ne eo?,,,What did he do to you?,,,,,SN001381
XV001642,tkw,"Bwara ka li-ae tanoe we, ka li-mukae?",,,"They must have dug the ground, or what?",,,,,SN001382
XV001643,tkw,Na kape kupa pe-mikae toñaki na?,,,What shall we do with that ship?,,,,,SN001383
XV001644,tkw,Nobwogo miko i-la i-wai moe ne.,,,Last night an earthquake shook the houses here.,,,,,SN001384 ; SN001602 ; SN002655
XV001645,tkw,"Uña namolo enone po ai-abu ka mimione? – Tae, mamote i-dobuo.",,,"My clothes that you washed, are they dry yet? – Not yet, they're still wet.",,,,,SN001386
XV001646,tkw,"Nga le-vilu ñe kuo, we le-vesu bavede ñi nga ponu, wako pe mimione.",,,"If people travel on their canoe, or sail on it, it's better for (the wood) to be light.",,,,https://doi.org/10.24397/pangloss-0003350#S4,SN001387
